0, -0.070
1, -0.056
2, 0.000
3, 0.182
4, 0.224
5, 0.559
6, 0.594
7, 1.042
8, 1.154
9, 1.329
10, 1.553
11, 1.840
12, 2.105
13, 2.280
14, 2.350
15, 2.707
16, 2.812
17, 3.252
18, 3.413
19, 3.567
20, 3.819
21, 4.008
22, 4.106
22, 4.428
21, 4.540
20, 4.624
19, 4.624
18, 4.610
17, 4.589
16, 4.519
15, 4.519
14, 4.393
13, 4.365
12, 3.959
11, 3.763
10, 3.378
9, 3.245
8, 2.909
7, 2.602
6, 2.434
5, 2.287
4, 1.888
3, 1.832
2, 1.371
1, 1.259
0, 1.028
-1, 0.741
-2, 0.468
-3, 0.258
-4, 0.063
-5, -0.028
-6, -0.364
-7, -0.518
-8, -0.777
-9, -1.133
-10, -1.371
-11, -1.602
-12, -1.833
-13, -1.861
-14, -2.169
-15, -2.343
-16, -2.672
-17, -2.833
-18, -3.043
-19, -3.309
-20, -3.519
-21, -3.610
-22, -3.967
-22, -4.023
-21, -4.443
-20, -4.506
-19, -4.499
-18, -4.485
-17, -4.471
-16, -4.478
-15, -3.974
-14, -3.925
-13, -3.568
-12, -3.456
-11, -3.197
-10, -2.938
-9, -2.707
-8, -2.490
-7, -2.371
-6, -2.162
-5, -1.861
-4, -1.749
-3, -1.448
-2, -1.273
-1, -0.993
0, -0.630
0, -0.413
1, -0.343
2, -0.147
3, -0.126
4, 0.245
5, 0.336
6, 0.497
7, 0.839
8, 1.105
9, 1.161
10, 1.532
11, 1.651
12, 2.042
13, 2.168
14, 2.406
15, 2.616
16, 2.812
17, 2.980
18, 3.386
19, 3.455
20, 3.777
21, 3.847
22, 4.120
22, 4.379
21, 4.568
20, 4.603
19, 4.617
18, 4.617
17, 4.575
16, 4.568
15, 4.561
14, 4.435
13, 4.365
12, 4.064
11, 3.679
10, 3.581
9, 3.190
8, 3.008
7, 2.630
6, 2.567
5, 2.315
4, 2.070
3, 1.839
2, 1.497
1, 1.231
0, 1.175
-1, 0.762
-2, 0.629
-3, 0.496
-4, 0.182
-5, -0.063
-6, -0.133
-7, -0.469
-8, -0.644
-9, -1.133
-10, -1.231
-11, -1.378
-12, -1.679
-13, -1.819
-14, -2.021
-15, -2.364
-16, -2.399
-17, -2.784
-18, -2.910
-19, -3.232
-20, -3.400
-21, -3.610
-22, -3.855
-22, -4.037
-21, -4.120
-20, -4.394
-19, -4.401
-18, -4.373
-17, -4.366
-16, -4.316
-15, -3.946
-14, -3.771
-13, -3.512
-12, -3.246
-11, -3.141
-10, -2.749
-9, -2.679
-8, -2.343
-7, -2.259
-6, -1.938
-5, -1.777
-4, -1.574
-3, -1.462
-2, -1.112
-1, -0.902
0, -0.392
0, -0.343
1, -0.210
2, -0.014
3, 0.112
4, 0.189
5, 0.560
6, 0.581
7, 1.049
8, 1.140
9, 1.350
10, 1.609
11, 1.840
12, 2.154
13, 2.350
14, 2.427
15, 2.763
16, 2.861
17, 3.302
18, 3.455
19, 3.610
20, 3.896
21, 4.043
22, 4.183
22, 4.526
21, 4.610
20, 4.729
19, 4.729
18, 4.729
17, 4.722
16, 4.638
15, 4.638
14, 4.512
13, 4.498
12, 4.086
11, 3.834
10, 3.519
9, 3.407
8, 3.092
7, 2.770
6, 2.616
5, 2.469
4, 2.098
3, 2.049
2, 1.574
1, 1.469
0, 1.231
-1, 0.902
-2, 0.650
-3, 0.629
-4, 0.238
-5, 0.161
-6, -0.161
-7, -0.308
-8, -0.539
-9, -0.937
-10, -1.161
-11, -1.252
-12, -1.623
-13, -1.679
-14, -1.966
-15, -2.147
-16, -2.378
-17, -2.595
-18, -2.868
-19, -3.099
-20, -3.365
-21, -3.414
-22, -3.799
-22, -3.896
-21, -4.288
-20, -4.323
-19, -4.316
-18, -4.295
-17, -4.295
-16, -4.295
-15, -3.806
-14, -3.743
-13, -3.379
-12, -3.253
-11, -3.029
-10, -2.735
-9, -2.525
-8, -2.308
-7, -2.070
-6, -1.945
