axis,direction,current_servo,commanded_servo,delta_servo,response_lag_ms
pitch,up,0.00,2.00,2.00,69.00
pitch,up,0.00,4.00,4.00,62.00
pitch,up,0.00,6.00,6.00,61.00
pitch,up,0.00,8.00,8.00,62.00
pitch,up,0.00,10.00,10.00,61.00
pitch,up,0.00,12.00,12.00,62.00
pitch,up,0.00,14.00,14.00,62.00
pitch,up,0.00,16.00,16.00,62.00
pitch,up,0.00,18.00,18.00,62.00
pitch,up,0.00,20.00,20.00,61.00
pitch,down,0.00,-2.00,-2.00,61.00
pitch,down,0.00,-4.00,-4.00,62.00
pitch,down,0.00,-6.00,-6.00,62.00
pitch,down,0.00,-8.00,-8.00,62.00
pitch,down,0.00,-10.00,-10.00,61.00
pitch,down,0.00,-12.00,-12.00,62.00
pitch,down,0.00,-14.00,-14.00,62.00
pitch,down,0.00,-16.00,-16.00,62.00
pitch,down,0.00,-18.00,-18.00,62.00
pitch,down,0.00,-20.00,-20.00,61.00
pitch,up,5.00,7.00,2.00,61.00
pitch,up,5.00,9.00,4.00,62.00
pitch,up,5.00,11.00,6.00,62.00
pitch,up,5.00,13.00,8.00,62.00
pitch,up,5.00,15.00,10.00,61.00
pitch,up,5.00,17.00,12.00,61.00
pitch,up,5.00,19.00,14.00,62.00
pitch,up,5.00,21.00,16.00,62.00
pitch,down,5.00,3.00,-2.00,62.00
pitch,down,5.00,1.00,-4.00,62.00
pitch,down,5.00,-1.00,-6.00,61.00
pitch,down,5.00,-3.00,-8.00,61.00
pitch,down,5.00,-5.00,-10.00,62.00
pitch,down,5.00,-7.00,-12.00,61.00
pitch,down,5.00,-9.00,-14.00,62.00
pitch,down,5.00,-11.00,-16.00,62.00
pitch,down,5.00,-13.00,-18.00,62.00
pitch,down,5.00,-15.00,-20.00,62.00
pitch,up,10.00,12.00,2.00,61.00
pitch,up,10.00,14.00,4.00,62.00
pitch,up,10.00,16.00,6.00,63.00
pitch,up,10.00,18.00,8.00,62.00
pitch,up,10.00,20.00,10.00,61.00
pitch,up,10.00,22.00,12.00,62.00
pitch,down,10.00,8.00,-2.00,62.00
pitch,down,10.00,6.00,-4.00,62.00
pitch,down,10.00,4.00,-6.00,62.00
pitch,down,10.00,2.00,-8.00,61.00
pitch,down,10.00,0.00,-10.00,62.00
pitch,down,10.00,-2.00,-12.00,61.00
pitch,down,10.00,-4.00,-14.00,61.00
pitch,down,10.00,-6.00,-16.00,62.00
pitch,down,10.00,-8.00,-18.00,62.00
pitch,down,10.00,-10.00,-20.00,61.00
pitch,up,15.00,17.00,2.00,61.00
pitch,up,15.00,19.00,4.00,62.00
pitch,up,15.00,21.00,6.00,62.00
pitch,down,15.00,13.00,-2.00,61.00
pitch,down,15.00,11.00,-4.00,62.00
pitch,down,15.00,9.00,-6.00,62.00
pitch,down,15.00,7.00,-8.00,61.00
pitch,down,15.00,5.00,-10.00,63.00
pitch,down,15.00,3.00,-12.00,61.00
pitch,down,15.00,1.00,-14.00,62.00
pitch,down,15.00,-1.00,-16.00,62.00
pitch,down,15.00,-3.00,-18.00,63.00
pitch,down,15.00,-5.00,-20.00,62.00
pitch,up,-5.00,-3.00,2.00,-1.00
pitch,up,-5.00,-1.00,4.00,85.00
pitch,up,-5.00,1.00,6.00,65.00
pitch,up,-5.00,3.00,8.00,62.00
pitch,up,-5.00,5.00,10.00,62.00
pitch,up,-5.00,7.00,12.00,63.00
pitch,up,-5.00,9.00,14.00,63.00
