axis,direction,current_servo,commanded_servo,delta_servo,response_lag_ms
yaw,down,15.00,-5.00,-20.00,58.00
yaw,up,-5.00,-3.00,2.00,70.00
yaw,up,-5.00,-1.00,4.00,-1.00
yaw,up,-5.00,1.00,6.00,70.00
yaw,up,-5.00,3.00,8.00,69.00
yaw,up,-5.00,5.00,10.00,70.00
yaw,up,-5.00,7.00,12.00,70.00
yaw,up,-5.00,9.00,14.00,70.00
yaw,up,-5.00,11.00,16.00,70.00
yaw,up,-5.00,13.00,18.00,69.00
yaw,up,-5.00,15.00,20.00,70.00
yaw,down,-5.00,-7.00,-2.00,70.00
yaw,down,-5.00,-9.00,-4.00,57.00
yaw,down,-5.00,-11.00,-6.00,57.00
yaw,down,-5.00,-13.00,-8.00,96.00
yaw,down,-5.00,-15.00,-10.00,57.00
yaw,down,-5.00,-17.00,-12.00,57.00
yaw,down,-5.00,-19.00,-14.00,57.00
yaw,down,-5.00,-21.00,-16.00,97.00
yaw,up,-10.00,-8.00,2.00,56.00
yaw,up,-10.00,-6.00,4.00,-1.00
yaw,up,-10.00,-4.00,6.00,70.00
yaw,up,-10.00,-2.00,8.00,70.00
yaw,up,-10.00,0.00,10.00,70.00
yaw,up,-10.00,2.00,12.00,70.00
yaw,up,-10.00,4.00,14.00,70.00
yaw,up,-10.00,6.00,16.00,70.00
yaw,up,-10.00,8.00,18.00,70.00
yaw,up,-10.00,10.00,20.00,70.00
yaw,down,-10.00,-12.00,-2.00,70.00
yaw,down,-10.00,-14.00,-4.00,57.00
yaw,down,-10.00,-16.00,-6.00,56.00
yaw,down,-10.00,-18.00,-8.00,56.00
yaw,down,-10.00,-20.00,-10.00,57.00
yaw,down,-10.00,-22.00,-12.00,57.00
yaw,up,-15.00,-13.00,2.00,56.00
yaw,up,-15.00,-11.00,4.00,-1.00
yaw,up,-15.00,-9.00,6.00,69.00
yaw,up,-15.00,-7.00,8.00,70.00
yaw,up,-15.00,-5.00,10.00,69.00
yaw,up,-15.00,-3.00,12.00,69.00
yaw,up,-15.00,-1.00,14.00,69.00
yaw,up,-15.00,1.00,16.00,69.00
yaw,up,-15.00,3.00,18.00,70.00
yaw,up,-15.00,5.00,20.00,70.00
yaw,down,-15.00,-17.00,-2.00,70.00
yaw,down,-15.00,-19.00,-4.00,70.00
yaw,down,-15.00,-21.00,-6.00,57.00
yaw,up,-22.00,22.00,44.00,59.00
yaw,up,-20.00,20.00,40.00,56.00
yaw,up,-15.00,15.00,30.00,57.00
yaw,up,-10.00,10.00,20.00,58.00
yaw,up,-5.00,5.00,10.00,56.00
yaw,up,-22.00,18.00,40.00,56.00
yaw,up,-20.00,15.00,35.00,58.00
yaw,up,-20.00,10.00,30.00,58.00
yaw,up,-20.00,5.00,25.00,56.00
yaw,up,-15.00,20.00,35.00,59.00
yaw,up,-10.00,22.00,32.00,56.00
yaw,up,-5.00,20.00,25.00,55.00
yaw,up,-15.00,10.00,25.00,57.00
yaw,up,-10.00,5.00,15.00,57.00
yaw,up,-5.00,15.00,20.00,58.00
yaw,up,-22.00,0.00,22.00,69.00
yaw,up,-20.00,0.00,20.00,56.00
yaw,up,-15.00,0.00,15.00,57.00
yaw,up,-10.00,0.00,10.00,57.00
yaw,up,-5.00,0.00,5.00,55.00
yaw,down,22.00,-18.00,-40.00,136.00
yaw,down,20.00,-15.00,-35.00,127.00
yaw,down,20.00,-10.00,-30.00,110.00
yaw,down,20.00,-5.00,-25.00,110.00
yaw,down,15.00,-20.00,-35.00,123.00
yaw,down,10.00,-22.00,-32.00,112.00
yaw,down,5.00,-20.00,-25.00,96.00
yaw,down,15.00,-10.00,-25.00,112.00
yaw,down,10.00,-5.00,-15.00,97.00
yaw,down,5.00,-15.00,-20.00,96.00
yaw,down,22.00,0.00,-22.00,110.00
yaw,down,20.00,0.00,-20.00,97.00
yaw,down,15.00,0.00,-15.00,98.00
yaw,down,10.00,0.00,-10.00,97.00
yaw,down,5.00,0.00,-5.00,83.00
yaw,up,-10.00,5.00,15.00,69.00
yaw,up,-5.00,10.00,15.00,57.00
yaw,down,5.00,-10.00,-15.00,123.00
yaw,down,10.00,-5.00,-15.00,84.00
yaw,up,-2.00,2.00,4.00,70.00
yaw,down,2.00,-2.00,-4.00,57.00
yaw,up,0.00,22.00,22.00,55.00
yaw,up,0.00,20.00,20.00,57.00
yaw,up,0.00,15.00,15.00,57.00
yaw,up,0.00,10.00,10.00,55.00
yaw,up,0.00,5.00,5.00,-1.00
yaw,down,0.00,-22.00,-22.00,110.00
yaw,down,0.00,-20.00,-20.00,97.00
yaw,down,0.00,-15.00,-15.00,96.00
yaw,down,0.00,-10.00,-10.00,97.00
yaw,down,0.00,-5.00,-5.00,85.00
yaw,up,-10.00,15.00,25.00,57.00
yaw,up,-15.00,10.00,25.00,57.00
yaw,down,10.00,-15.00,-25.00,55.00
yaw,down,15.00,-10.00,-25.00,111.00
yaw,up,-7.00,18.00,25.00,57.00
yaw,up,-18.00,7.00,25.00,55.00
yaw,down,7.00,-18.00,-25.00,57.00
yaw,down,18.00,-7.00,-25.00,123.00
