axis,direction,current_servo,commanded_servo,delta_servo,response_lag_ms
pitch,up,0.00,20.00,20.00,95.00
pitch,up,0.00,15.00,15.00,96.00
pitch,up,0.00,10.00,10.00,97.00
pitch,up,0.00,5.00,5.00,84.00
pitch,down,0.00,-22.00,-22.00,57.00
pitch,down,0.00,-20.00,-20.00,55.00
pitch,down,0.00,-15.00,-15.00,55.00
pitch,down,0.00,-10.00,-10.00,56.00
pitch,down,0.00,-5.00,-5.00,-1.00
pitch,up,-10.00,15.00,25.00,111.00
pitch,up,-15.00,10.00,25.00,111.00
pitch,down,10.00,-15.00,-25.00,70.00
pitch,down,15.00,-10.00,-25.00,55.00
pitch,up,-7.00,18.00,25.00,112.00
pitch,up,-18.00,7.00,25.00,110.00
pitch,down,7.00,-18.00,-25.00,69.00
pitch,down,18.00,-7.00,-25.00,57.00
