0, -0.357
1, -0.595
2, -0.692
3, -0.692
4, -1.147
5, -1.154
6, -1.567
7, -1.567
8, -2.021
9, -2.014
10, -2.546
11, -2.539
12, -2.959
13, -2.966
14, -3.379
15, -3.414
16, -3.777
17, -3.770
18, -4.379
19, -4.400
20, -4.792
21, -4.827
22, -5.226
22, -5.226
21, -5.647
20, -5.675
19, -5.689
18, -5.689
17, -5.471
16, -5.437
15, -5.072
14, -5.037
13, -4.568
12, -4.505
11, -4.050
10, -3.931
9, -3.476
8, -3.372
7, -3.015
6, -3.015
5, -2.553
4, -2.504
3, -2.000
2, -1.930
1, -1.420
0, -1.329
-1, -0.888
-2, -0.888
-3, -0.406
-4, -0.413
-5, 0.070
-6, 0.070
-7, 0.650
-8, 0.720
-9, 1.014
-10, 1.035
-11, 1.504
-12, 1.504
-13, 1.951
-14, 1.965
-15, 2.483
-16, 2.504
-17, 2.903
-18, 2.966
-19, 3.337
-20, 3.421
-21, 3.728
-22, 3.735
-22, 4.239
-21, 4.267
-20, 4.477
-19, 4.470
-18, 4.456
-17, 4.365
-16, 3.973
-15, 3.890
-14, 3.603
-13, 3.582
-12, 3.190
-11, 3.204
-10, 2.805
-9, 2.770
-8, 2.217
-7, 2.175
-6, 1.784
-5, 1.672
-4, 1.336
-3, 1.343
-2, 0.874
-1, 0.895
0, 0.385
0, 0.266
1, -0.210
2, -0.196
3, -0.420
4, -0.434
5, -0.839
6, -0.839
7, -1.287
8, -1.280
9, -1.888
10, -1.909
11, -2.392
12, -2.434
13, -2.812
14, -2.840
15, -3.302
16, -3.302
17, -3.610
18, -3.666
19, -4.344
20, -4.464
21, -4.820
22, -4.904
22, -5.233
21, -5.409
20, -5.521
19, -5.521
18, -5.485
17, -5.478
16, -5.149
15, -5.129
14, -4.729
13, -4.568
12, -4.239
11, -4.113
10, -3.582
9, -3.575
8, -3.204
7, -3.190
6, -2.728
5, -2.686
4, -2.203
3, -2.105
2, -1.686
1, -1.462
0, -1.147
-1, -1.140
-2, -0.713
-3, -0.664
-4, -0.217
-5, -0.091
-6, 0.357
-7, 0.490
-8, 0.860
-9, 1.007
-10, 1.231
-11, 1.231
-12, 1.707
-13, 1.762
-14, 2.245
-15, 2.266
-16, 2.742
-17, 2.819
-18, 3.106
-19, 3.218
-20, 3.546
-21, 3.546
-22, 3.938
-22, 3.952
-21, 4.442
-20, 4.470
-19, 4.505
-18, 4.477
-17, 4.218
-16, 4.092
-15, 3.798
-14, 3.798
-13, 3.400
-12, 3.393
-11, 3.022
-10, 2.994
-9, 2.483
-8, 2.399
-7, 1.986
-6, 1.951
-5, 1.546
-4, 1.378
-3, 1.063
-2, 1.028
-1, 0.608
0, 0.588
0, 0.028
1, -0.070
2, -0.252
3, -0.322
4, -0.727
5, -0.727
6, -1.140
7, -1.140
8, -1.616
9, -1.679
10, -2.224
11, -2.273
12, -2.630
13, -2.686
14, -3.113
15, -3.232
16, -3.512
17, -3.512
18, -4.162
19, -4.211
20, -4.596
21, -4.659
22, -5.086
22, -5.136
21, -5.521
20, -5.556
19, -5.563
18, -5.570
17, -5.402
16, -5.394
15, -5.030
14, -4.981
13, -4.547
12, -4.435
11, -4.057
10, -3.791
9, -3.497
8, -3.497
7, -3.043
6, -3.029
5, -2.609
4, -2.385
3, -2.007
2, -1.868
1, -1.399
0, -1.406
-1, -0.944
-2, -0.937
-3, -0.483
-4, -0.448
-5, 0.042
-6, 0.119
-7, 0.609
-8, 0.741
-9, 1.021
-10, 1.217
-11, 1.476
-12, 1.483
-13, 1.903
-14, 1.965
-15, 2.483
-16, 2.518
-17, 2.931
-18, 3.022
-19, 3.365
-20, 3.504
-21, 3.763
-22, 3.770
-22, 4.218
-21, 4.260
-20, 4.512
-19, 4.505
-18, 4.491
-17, 4.365
-16, 4.043
-15, 3.890
-14, 3.610
-13, 3.617
-12, 3.239
-11, 3.232
-10, 2.840
-9, 2.756
-8, 2.259
-7, 2.196
-6, 1.819
-5, 1.630
-4, 1.343
-3, 1.350
-2, 0.888
-1, 0.902
0, 0.406
0, 0.273
1, -0.175
2, -0.175
3, -0.378
4, -0.511
5, -0.804
6, -0.811
7, -1.259
8, -1.252
9, -1.840
10, -1.965
11, -2.364
12, -2.469
13, -2.812
14, -2.826
15, -3.295
16, -3.302
17, -3.624
18, -3.673
19, -4.344
20, -4.477
21, -4.841
22, -4.940
22, -5.290
21, -5.430
20, -5.542
19, -5.542
18, -5.556
17, -5.493
16, -5.170
15, -5.129
14, -4.757
13, -4.603
12, -4.260
11, -4.253
10, -3.610
9, -3.610
8, -3.274
7, -3.225
6, -2.763
5, -2.651
4, -2.217
3, -2.063
2, -1.672
1, -1.658
0, -1.154
-1, -1.140
-2, -0.755
-3, -0.706
-4, -0.217
-5, -0.098
-6, 0.336
-7, 0.476
-8, 0.832
-9, 0.986
-10, 1.217
-11, 1.224
-12, 1.672
-13, 1.693
-14, 2.266
-15, 2.350
-16, 2.742
-17, 2.854
-18, 3.162
-19, 3.330
-20, 3.603
-21, 3.603
-22, 3.987
-22, 4.022
-21, 4.498
-20, 4.526
-19, 4.540
-18, 4.540
-17, 4.268
-16, 4.127
-15, 3.862
-14, 3.862
-13, 3.491
-12, 3.477
-11, 3.078
-10, 3.064
-9, 2.560
-8, 2.399
-7, 2.049
-6, 1.973
-5, 1.574
-4, 1.574
-3, 1.091
-2, 1.105
-1, 0.686
0, 0.637
0, 0.098
1, -0.007
2, -0.189
3, -0.224
4, -0.636
5, -0.643
6, -1.049
7, -1.049
8, -1.497
9, -1.546
10, -2.140
11, -2.224
12, -2.560
13, -2.637
14, -3.050
15, -3.050
16, -3.442
17, -3.442
18, -4.001
19, -4.085
20, -4.519
21, -4.624
22, -5.002
22, -5.058
21, -5.437
20, -5.471
19, -5.478
18, -5.478
17, -5.290
16, -5.290
15, -4.890
14, -4.869
13, -4.449
12, -4.316
11, -3.931
10, -3.721
9, -3.365
8, -3.358
7, -2.959
6, -2.924
5, -2.455
4, -2.301
3, -1.874
2, -1.770
1, -1.301
0, -1.098
-1, -0.790
-2, -0.783
-3, -0.315
-4, -0.308
-5, 0.147
-6, 0.203
-7, 0.755
-8, 0.846
-9, 1.126
-10, 1.238
-11, 1.581
-12, 1.595
-13, 2.042
-14, 2.070
-15, 2.602
-16, 2.623
-17, 3.036
-18, 3.092
-19, 3.469
-20, 3.574
-21, 3.854
-22, 3.854
-22, 4.358
-21, 4.414
-20, 4.610
-19, 4.596
-18, 4.582
-17, 4.547
-16, 4.155
-15, 4.001
-14, 3.735
-13, 3.735
-12, 3.344
-11, 3.330
-10, 2.959
-9, 2.847
-8, 2.399
-7, 2.301
-6, 1.931
-5, 1.770
-4, 1.455
-3, 1.448
-2, 0.979
-1, 0.986
0, 0.420
0, 0.329
1, -0.098
2, -0.119
3, -0.329
4, -0.517
5, -0.776
6, -0.783
7, -1.182
8, -1.182
9, -1.811
10, -1.874
11, -2.315
12, -2.406
13, -2.770
14, -2.938
15, -3.274
16, -3.274
17, -3.616
18, -3.645
19, -4.337
20, -4.428
21, -4.827
22, -4.876
22, -5.233
21, -5.366
20, -5.471
19, -5.478
18, -5.485
17, -5.450
16, -5.177
15, -5.142
14, -4.722
13, -4.575
12, -4.232
11, -4.232
10, -3.574
9, -3.567
8, -3.245
7, -3.211
6, -2.749
5, -2.679
4, -2.245
3, -2.063
2, -1.658
1, -1.651
0, -1.189
-1, -1.182
-2, -0.748
-3, -0.706
-4, -0.231
-5, -0.112
-6, 0.343
-7, 0.504
-8, 0.804
-9, 0.804
-10, 1.203
-11, 1.238
-12, 1.644
-13, 1.735
-14, 2.224
-15, 2.287
-16, 2.686
-17, 2.805
-18, 3.085
-19, 3.239
-20, 3.525
-21, 3.532
-22, 3.931
-22, 3.973
-21, 4.414
-20, 4.435
-19, 4.456
-18, 4.435
-17, 4.162
-16, 4.050
-15, 3.827
-14, 3.791
-13, 3.379
-12, 3.379
-11, 3.008
-10, 2.980
-9, 2.469
-8, 2.308
-7, 1.959
-6, 1.903
-5, 1.497
-4, 1.497
-3, 1.014
-2, 1.028
-1, 0.630
0, 0.581
0, -0.007
1, -0.133
2, -0.231
3, -0.301
4, -0.706
5, -0.706
6, -1.105
7, -1.105
8, -1.567
9, -1.699
10, -2.217
11, -2.273
12, -2.630
13, -2.770
14, -3.092
15, -3.092
16, -3.497
17, -3.490
18, -4.008
19, -4.120
20, -4.575
21, -4.631
22, -5.065
22, -5.163
21, -5.499
20, -5.520
19, -5.541
18, -5.541
17, -5.380
16, -5.352
15, -4.967
14, -4.904
13, -4.484
12, -4.316
11, -3.994
10, -3.924
9, -3.427
8, -3.413
7, -3.028
6, -2.952
5, -2.511
4, -2.301
3, -1.958
2, -1.832
1, -1.371
0, -1.364
-1, -0.888
-2, -0.874
-3, -0.461
-4, -0.363
-5, 0.063
-6, 0.168
-7, 0.651
-8, 0.826
-9, 1.028
-10, 1.035
-11, 1.497
-12, 1.511
-13, 1.952
-14, 2.092
-15, 2.525
-16, 2.644
-17, 2.931
-18, 3.036
-19, 3.358
-20, 3.358
-21, 3.757
-22, 3.757
-22, 4.212
-21, 4.316
-20, 4.519
-19, 4.505
-18, 4.492
-17, 4.303
-16, 4.023
-15, 4.016
-14, 3.645
-13, 3.610
-12, 3.190
-11, 3.085
-10, 2.805
-9, 2.609
-8, 2.211
-7, 2.211
-6, 1.756
-5, 1.756
-4, 1.329
-3, 1.315
-2, 0.882
-1, 0.868
0, 0.336
0, 0.189
1, -0.244
2, -0.231
3, -0.461
4, -0.461
5, -0.867
6, -0.860
7, -1.294
8, -1.294
9, -1.923
10, -2.049
11, -2.413
12, -2.525
13, -2.875
14, -2.882
15, -3.343
16, -3.343
17, -3.700
18, -3.756
19, -4.435
20, -4.519
21, -4.883
22, -4.974
22, -5.296
21, -5.478
20, -5.576
19, -5.569
18, -5.548
17, -5.541
16, -5.191
15, -5.156
14, -4.764
13, -4.610
12, -4.267
11, -4.267
10, -3.630
9, -3.623
8, -3.273
7, -3.224
6, -2.756
5, -2.714
4, -2.245
3, -2.084
2, -1.650
1, -1.462
0, -1.168
-1, -1.168
