"lift-rfile"
"Iteration" "lift"
("Iteration" "lift")
815 2.559753817173015
816 0.7116914611422416
817 0.9128499011893787
818 1.069162201655591
819 1.082813104774599
820 1.07809938634174
821 1.060243869735543
822 1.043479563271573
823 1.027968653400887
824 1.010230150414596
825 0.9881775047776296
826 0.9689286064660895
827 0.9568484862551536
828 0.9487924073677353
829 0.9399857585053695
830 0.9320159442487163
831 0.9295572141575229
832 0.9325776883899969
833 0.9348479527291971
834 0.9333365998252048
835 0.9324417645859012
836 0.9375994058156558
837 0.946597308526768
838 0.9518402646422512
839 0.951940207039925
840 0.9539348207870367
841 0.9631008407504376
842 0.9735082162233308
843 0.9755425616904092
844 0.9710333121958324
845 0.9715446395926538
846 0.9819717728974695
847 0.9919563746817549
848 0.9901864109921991
849 0.9816594238928366
850 0.982372544874651
851 0.9954886787423961
852 1.004381236734177
853 0.9962208974357504
854 0.9821328399299651
855 0.983454423317436
856 1.000770928434375
857 1.008438247114463
858 0.9934696040659301
859 0.9756083232029147
860 0.9817213105984393
861 1.003660333695101
862 1.006290506408963
863 0.982361391250691
864 0.9643826877552953
865 0.9796023698220568
866 1.002253849132382
867 0.9936202920975576
868 0.9630152778142218
869 0.95489633395911
870 0.9818250333823392
